,stop_sequence,stop_id,stop_name,stop_lat,stop_lon,route_id,route_short_name,route_long_name,route_type,route_color,route_text_color,geometry
5321,8,20023,West Footscray Railway Station (West Footscray),-37.8018026560861,144.883984791224,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.883984791224 -37.8018026560861)
5322,9,20024,Middle Footscray Railway Station (Footscray),-37.8025046951313,144.891472083864,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.891472083864 -37.8025046951313)
5323,10,20025,Footscray Railway Station (Footscray),-37.8010829790948,144.90319921519,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.90319921519 -37.8010829790948)
5324,12,19973,North Melbourne Railway Station (West Melbourne),-37.8074187741802,144.94256978252,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.94256978252 -37.8074187741802)
5325,13,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.951411219786 -37.8179364275358)
5326,14,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.966964346167 -37.8183051340647)
5327,17,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-SYM-mjp-8,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.951411219786 -37.8179364275358)
5328,9,19956,Balaclava Railway Station (Balaclava),-37.8694877274508,144.993512099452,2-SDM-mjp-4,Sandringham,Sandringham - City (Flinders Street),2,F178AF,000000,POINT (144.993512099452 -37.8694877274508)
5329,10,19957,Windsor Railway Station (Windsor),-37.8560530797027,144.992035170295,2-SDM-mjp-4,Sandringham,Sandringham - City (Flinders Street),2,F178AF,000000,POINT (144.992035170295 -37.8560530797027)
5330,11,19958,Prahran Railway Station (Prahran),-37.8495184845913,144.989859924303,2-SDM-mjp-4,Sandringham,Sandringham - City (Flinders Street),2,F178AF,000000,POINT (144.989859924303 -37.8495184845913)
5331,12,19959,South Yarra Railway Station (South Yarra),-37.838449349083,144.992342213835,2-SDM-mjp-4,Sandringham,Sandringham - City (Flinders Street),2,F178AF,000000,POINT (144.992342213835 -37.838449349083)
5332,13,19908,Richmond Railway Station (Richmond),-37.8240744554307,144.990164256273,2-SDM-mjp-4,Sandringham,Sandringham - City (Flinders Street),2,F178AF,000000,POINT (144.990164256273 -37.8240744554307)
5333,14,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-SDM-mjp-4,Sandringham,Sandringham - City (Flinders Street),2,F178AF,000000,POINT (144.966964346167 -37.8183051340647)
5334,15,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.951411219786 -37.8179364275358)
5335,16,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.955653760429 -37.811981307387)
5336,17,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.962593535096 -37.8099387667448)
5337,18,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.972910916416 -37.8110540555366)
5338,15,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.951411219786 -37.8179364275358)
5339,16,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.955653760429 -37.811981307387)
5340,17,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.962593535096 -37.8099387667448)
5341,18,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.972910916416 -37.8110540555366)
5342,15,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.951411219786 -37.8179364275358)
5343,16,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.955653760429 -37.811981307387)
5344,17,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.962593535096 -37.8099387667448)
5345,18,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.972910916416 -37.8110540555366)
5346,17,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.955653760429 -37.811981307387)
5347,18,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.962593535096 -37.8099387667448)
5348,19,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.972910916416 -37.8110540555366)
5349,20,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.966964346167 -37.8183051340647)
5350,17,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-B31-mjp-9,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.955653760429 -37.811981307387)
5351,18,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-B31-mjp-9,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.962593535096 -37.8099387667448)
5352,19,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-B31-mjp-9,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.972910916416 -37.8110540555366)
5353,20,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-B31-mjp-9,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.966964346167 -37.8183051340647)
5354,16,19872,Highett Railway Station (Highett),-37.9484250041895,145.041871797791,2-FKN-mjp-4,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.041871797791 -37.9484250041895)
5355,17,52095,Southland Railway Station (Cheltenham),-37.9587557102067,145.049120854534,2-FKN-mjp-4,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.049120854534 -37.9587557102067)
5356,18,19866,Cheltenham Railway Station (Cheltenham),-37.9666498944395,145.054557933027,2-FKN-mjp-4,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.054557933027 -37.9666498944395)
5357,4,19905,Hawthorn Railway Station (Hawthorn),-37.8218260089769,145.02289865876,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.02289865876 -37.8218260089769)
5358,5,19904,Glenferrie Railway Station (Hawthorn),-37.8214668222169,145.036438832309,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.036438832309 -37.8214668222169)
5359,6,19903,Auburn Railway Station (Hawthorn East),-37.8223983064671,145.045843657131,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.045843657131 -37.8223983064671)
5360,7,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
5361,8,19892,East Camberwell Railway Station (Camberwell),-37.8258941905382,145.06819024741,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.06819024741 -37.8258941905382)
5362,9,19893,Canterbury Railway Station (Canterbury),-37.8244851789229,145.081224242904,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081224242904 -37.8244851789229)
5363,10,19894,Chatham Railway Station (Surrey Hills),-37.8242995185118,145.088647930426,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.088647930426 -37.8242995185118)
5364,11,49343,Union Railway Station (Mont Albert),-37.8231179245399,145.100278054663,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.100278054663 -37.8231179245399)
5365,12,20042,Box Hill Railway Station (Box Hill),-37.8192216542552,145.121428934402,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.121428934402 -37.8192216542552)
5366,13,19897,Laburnum Railway Station (Blackburn),-37.8207802338162,145.140702708531,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.140702708531 -37.8207802338162)
5367,14,19898,Blackburn Railway Station (Blackburn),-37.8200707463717,145.150013542281,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.150013542281 -37.8200707463717)
5368,15,19899,Nunawading Railway Station (Nunawading),-37.8204282805611,145.175236853013,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.175236853013 -37.8204282805611)
5369,16,19900,Mitcham Railway Station (Mitcham),-37.8180870551977,145.192891813036,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.192891813036 -37.8180870551977)
5370,17,19901,Heatherdale Railway Station (Ringwood),-37.8188348484408,145.213549822481,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.213549822481 -37.8188348484408)
5371,18,19902,Ringwood Railway Station (Ringwood),-37.815659765275,145.229473723591,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.229473723591 -37.815659765275)
5372,19,19879,Ringwood East Railway Station (Ringwood East),-37.8119680427798,145.250190905265,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.250190905265 -37.8119680427798)
5373,21,19877,Mooroolbark Railway Station (Mooroolbark),-37.7847488250842,145.312402399118,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.312402399118 -37.7847488250842)
5374,22,19876,Lilydale Railway Station (Lilydale),-37.7572214858098,145.34581071753,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.34581071753 -37.7572214858098)
5375,18,19865,Mentone Railway Station (Mentone),-37.9829693855521,145.065990823813,2-FKN-mjp-10,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.065990823813 -37.9829693855521)
5376,20,19863,Mordialloc Railway Station (Mordialloc),-38.0065829507669,145.08765935746,2-FKN-mjp-10,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.08765935746 -38.0065829507669)
5377,19,19865,Mentone Railway Station (Mentone),-37.9829693855521,145.065990823813,2-FKN-mjp-3,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.065990823813 -37.9829693855521)
5378,21,19863,Mordialloc Railway Station (Mordialloc),-38.0065829507669,145.08765935746,2-FKN-mjp-3,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.08765935746 -38.0065829507669)
5379,18,19865,Mentone Railway Station (Mentone),-37.9829693855521,145.065990823813,2-FKN-mjp-5,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.065990823813 -37.9829693855521)
5380,20,19863,Mordialloc Railway Station (Mordialloc),-38.0065829507669,145.08765935746,2-FKN-mjp-5,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.08765935746 -38.0065829507669)
5381,18,19865,Mentone Railway Station (Mentone),-37.9829693855521,145.065990823813,2-FKN-mjp-6,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.065990823813 -37.9829693855521)
5382,20,19863,Mordialloc Railway Station (Mordialloc),-38.0065829507669,145.08765935746,2-FKN-mjp-6,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.08765935746 -38.0065829507669)
5383,18,19865,Mentone Railway Station (Mentone),-37.9829693855521,145.065990823813,2-FKN-mjp-8,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.065990823813 -37.9829693855521)
5384,20,19863,Mordialloc Railway Station (Mordialloc),-38.0065829507669,145.08765935746,2-FKN-mjp-8,Frankston,Frankston - City (Flinders Street),2,028430,FFFFFF,POINT (145.08765935746 -38.0065829507669)
5385,24,19879,Ringwood East Railway Station (Ringwood East),-37.8119680427798,145.250190905265,2-LIL-mjp-10,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.250190905265 -37.8119680427798)
5386,26,19877,Mooroolbark Railway Station (Mooroolbark),-37.7847488250842,145.312402399118,2-LIL-mjp-10,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.312402399118 -37.7847488250842)
5387,1,19898,Blackburn Railway Station (Blackburn),-37.8200707463717,145.150013542281,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.150013542281 -37.8200707463717)
5388,2,19897,Laburnum Railway Station (Blackburn),-37.8207802338162,145.140702708531,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.140702708531 -37.8207802338162)
5389,3,20042,Box Hill Railway Station (Box Hill),-37.8192216542552,145.121428934402,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.121428934402 -37.8192216542552)
5390,4,49343,Union Railway Station (Mont Albert),-37.8231179245399,145.100278054663,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.100278054663 -37.8231179245399)
5391,5,19894,Chatham Railway Station (Surrey Hills),-37.8242995185118,145.088647930426,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.088647930426 -37.8242995185118)
5392,6,19893,Canterbury Railway Station (Canterbury),-37.8244851789229,145.081224242904,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081224242904 -37.8244851789229)
5393,7,19892,East Camberwell Railway Station (Camberwell),-37.8258941905382,145.06819024741,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.06819024741 -37.8258941905382)
5394,9,19903,Auburn Railway Station (Hawthorn East),-37.8223983064671,145.045843657131,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.045843657131 -37.8223983064671)
5395,11,19905,Hawthorn Railway Station (Hawthorn),-37.8218260089769,145.02289865876,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.02289865876 -37.8218260089769)
5396,12,19906,Burnley Railway Station (Burnley),-37.8275602161722,145.007555147088,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.007555147088 -37.8275602161722)
5397,13,19907,East Richmond Railway Station (Richmond),-37.8263999511211,144.997065693884,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.997065693884 -37.8263999511211)
5398,14,19908,Richmond Railway Station (Richmond),-37.8240744554307,144.990164256273,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.990164256273 -37.8240744554307)
5399,15,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.966964346167 -37.8183051340647)
5400,24,19879,Ringwood East Railway Station (Ringwood East),-37.8119680427798,145.250190905265,2-LIL-mjp-6,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.250190905265 -37.8119680427798)
5401,26,19877,Mooroolbark Railway Station (Mooroolbark),-37.7847488250842,145.312402399118,2-LIL-mjp-6,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.312402399118 -37.7847488250842)
5402,5,19905,Hawthorn Railway Station (Hawthorn),-37.8218260089769,145.02289865876,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.02289865876 -37.8218260089769)
5403,6,19904,Glenferrie Railway Station (Hawthorn),-37.8214668222169,145.036438832309,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.036438832309 -37.8214668222169)
5404,7,19903,Auburn Railway Station (Hawthorn East),-37.8223983064671,145.045843657131,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.045843657131 -37.8223983064671)
5405,9,19892,East Camberwell Railway Station (Camberwell),-37.8258941905382,145.06819024741,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.06819024741 -37.8258941905382)
5406,10,19893,Canterbury Railway Station (Canterbury),-37.8244851789229,145.081224242904,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081224242904 -37.8244851789229)
5407,11,19894,Chatham Railway Station (Surrey Hills),-37.8242995185118,145.088647930426,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.088647930426 -37.8242995185118)
5408,12,49343,Union Railway Station (Mont Albert),-37.8231179245399,145.100278054663,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.100278054663 -37.8231179245399)
5409,23,19876,Lilydale Railway Station (Lilydale),-37.7572214858098,145.34581071753,2-LIL-mjp-8,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.34581071753 -37.7572214858098)
5410,1,19880,Pakenham Railway Station (Pakenham),-38.0806139738095,145.486379074704,2-PKM-mjp-7,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.486379074704 -38.0806139738095)
5411,2,45794,Cardinia Road Railway Station (Pakenham),-38.0712904706666,145.437791007046,2-PKM-mjp-7,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.437791007046 -38.0712904706666)
5412,3,19881,Officer Railway Station (Officer),-38.0661457168679,145.41098723091,2-PKM-mjp-7,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.41098723091 -38.0661457168679)
5413,4,19882,Beaconsfield Railway Station (Beaconsfield),-38.0508313517859,145.366073739227,2-PKM-mjp-7,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.366073739227 -38.0508313517859)
5414,5,19883,Berwick Railway Station (Berwick),-38.0404082905026,145.345726085505,2-PKM-mjp-7,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.345726085505 -38.0404082905026)
5415,6,19884,Narre Warren Railway Station (Narre Warren),-38.0278093151715,145.303969385674,2-PKM-mjp-7,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.303969385674 -38.0278093151715)
5416,7,19885,Hallam Railway Station (Hallam),-38.0177403817842,145.269776796453,2-PKM-mjp-7,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.269776796453 -38.0177403817842)
5417,8,19888,Dandenong Railway Station (Dandenong),-37.9899679153852,145.209725368166,2-PKM-mjp-7,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.209725368166 -37.9899679153852)
5418,14,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.972910916416 -37.8110540555366)
5419,15,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.962593535096 -37.8099387667448)
5420,17,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.951411219786 -37.8179364275358)
5421,18,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.966964346167 -37.8183051340647)
5422,15,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.951411219786 -37.8179364275358)
5423,16,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.955653760429 -37.811981307387)
5424,17,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.962593535096 -37.8099387667448)
5425,18,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.972910916416 -37.8110540555366)
5426,14,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.972910916416 -37.8110540555366)
5427,15,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.962593535096 -37.8099387667448)
5428,17,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.951411219786 -37.8179364275358)
5429,18,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.966964346167 -37.8183051340647)
5430,14,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.972910916416 -37.8110540555366)
5431,15,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.962593535096 -37.8099387667448)
5432,17,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.951411219786 -37.8179364275358)
5433,18,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.966964346167 -37.8183051340647)
5434,14,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.972910916416 -37.8110540555366)
5435,15,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.962593535096 -37.8099387667448)
5436,17,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.951411219786 -37.8179364275358)
5437,18,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.966964346167 -37.8183051340647)
5438,14,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.972910916416 -37.8110540555366)
5439,15,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.962593535096 -37.8099387667448)
5440,17,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.951411219786 -37.8179364275358)
5441,18,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (144.966964346167 -37.8183051340647)
5442,21,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.951411219786 -37.8179364275358)
5443,17,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-B31-mjp-8,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.955653760429 -37.811981307387)
5444,18,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-B31-mjp-8,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.962593535096 -37.8099387667448)
5445,19,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-B31-mjp-8,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.972910916416 -37.8110540555366)
5446,20,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-B31-mjp-8,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.966964346167 -37.8183051340647)
5447,21,19903,Auburn Railway Station (Hawthorn East),-37.8223983064671,145.045843657131,2-BEL-mjp-3,Belgrave,Belgrave - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.045843657131 -37.8223983064671)
5448,23,19905,Hawthorn Railway Station (Hawthorn),-37.8218260089769,145.02289865876,2-BEL-mjp-3,Belgrave,Belgrave - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.02289865876 -37.8218260089769)
5449,24,19906,Burnley Railway Station (Burnley),-37.8275602161722,145.007555147088,2-BEL-mjp-3,Belgrave,Belgrave - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.007555147088 -37.8275602161722)
